request_id,category,source_field,value,name,type,total_dependencies_for_request
1,planning_instruments,plan_primary_type,other,,,9
1,planning_instruments,bebauungsplan,"Lurup 13 (approved on September 1, 1964)",,,9
1,planning_instruments,plan_references,,Lurup 13,other,9
1,regulatory_ordinances,additional_regulations,"BauNVO (June 26, 1962)",,,9
1,regulation_texts,zone_code,WR I o,,,9
1,regulation_texts,type,WR I o,,,9
1,regulation_texts,building_depth,15 m,,,9
1,regulation_texts,grz,0.4,,,9
1,regulation_texts,gfz,0.4,,,9
2,planning_instruments,development_plan,Durchführungsplan 391 B,,,14
2,planning_instruments,plan_name,391 B,,,14
2,planning_instruments,plan_type,Durchführungsplan,,,14
2,planning_instruments,plan_primary_type,implementation_plan,,,14
2,planning_instruments,plan_references,,391 B,implementation_plan,14
2,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,14
2,regulatory_ordinances,_notes,"Baupolizeiverordnung from June 8, 1938, in the applicable version",,,14
2,regulation_texts,zone_code,Fläche für besondere Zwecke (Sportplatz),,,14
2,regulation_texts,type,Fläche für besondere Zwecke (Sportplatz),,,14
2,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 37 Abs. 3 HBauO,,,14
2,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 15 Abs. 2 GarVo,,,14
2,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 37 Abs. 3 HBauO,,,14
2,granted_exemption_legal_references,granted_exemptions.1.text,§ 37,,,14
2,granted_exemption_legal_references,granted_exemptions.1.text,§ 15,,,14
3,planning_instruments,development_plan,Durchführungsplan 391 B,,,16
3,planning_instruments,plan_name,391 B,,,16
3,planning_instruments,plan_type,Durchführungsplan,,,16
3,planning_instruments,plan_primary_type,construction_plan,,,16
3,planning_instruments,plan_references,,Blankenese,construction_plan,16
3,planning_instruments,plan_references,,"Altona-Südwest, Ottensen, Othmarschen, Klein Flottbek, Nienstedten ...",landscape_protection,16
3,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,16
3,regulatory_ordinances,_notes,"Baupolizeiverordnung from June 8, 1938, in the applicable version",,,16
3,regulation_texts,zone_code,Fläche für besondere Zwecke (Sportplatz),,,16
3,regulation_texts,type,Fläche für besondere Zwecke (Sportplatz),,,16
3,landscape_conservation_documents,plan_references,,"Altona-Südwest, Ottensen, Othmarschen, Klein Flottbek, Nienstedten ...",landscape_protection,16
3,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 37 Abs. 3 HBauO,,,16
3,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 15 Abs. 2 GarVo,,,16
3,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 37 Abs. 3 HBauO,,,16
3,granted_exemption_legal_references,granted_exemptions.1.text,§ 37,,,16
3,granted_exemption_legal_references,granted_exemptions.1.text,§ 15,,,16
4,planning_instruments,plan_primary_type,development_plan,,,20
4,planning_instruments,bebauungsplan,Lokstedt 8,,,20
4,planning_instruments,plan_references,,Lokstedt 8,development_plan,20
4,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,20
4,regulatory_ordinances,_notes,"BauNutzungsverordnung from June 26, 1962",,,20
4,regulation_texts,zone_code,WA II o,,,20
4,regulation_texts,type,WA II o,,,20
4,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 32 Abs. 1 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 33 Abs. 1 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 29 Abs. 4 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 32 Abs. 4 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 33 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 14 BauVorlVO,,,20
4,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 32 Abs. 1 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.1.text,§ 32 Abs. 1 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.1.text,§ 33 Abs. 1 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.1.text,§ 29 Abs. 4 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.1.text,§ 32 Abs. 4 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.1.text,§ 33 HBauO,,,20
4,granted_exemption_legal_references,granted_exemptions.1.text,§ 14,,,20
5,planning_instruments,development_plan,Baustufenplan Bramfeld,,,9
5,planning_instruments,plan_name,Bramfeld,,,9
5,planning_instruments,plan_type,Baustufenplan,,,9
5,planning_instruments,plan_primary_type,construction_plan,,,9
5,planning_instruments,plan_references,,Bramfeld,construction_plan,9
5,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,9
5,regulatory_ordinances,_notes,"Baupolizeiverordnung from June 8, 1938, in the applicable version",,,9
5,regulation_texts,zone_code,W I o,,,9
5,regulation_texts,type,W I o; 2/10 zul. beb. Fläche,,,9
6,planning_instruments,plan_primary_type,development_plan,,,14
6,planning_instruments,bebauungsplan,Niendorf 36,,,14
6,planning_instruments,plan_references,,Niendorf 36,development_plan,14
6,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,14
6,regulatory_ordinances,_notes,"BauNutzungsverordnung from January 23, 1990",,,14
6,regulation_texts,zone_code,WR,,,14
6,regulation_texts,type,"WR/2W I o /Einzelhaus ""E""",,,14
6,regulation_texts,roof_pitch,45 degrees,,,14
6,regulation_texts,building_window,"12.0 m (rear), 13.5 m (front)",,,14
6,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 6 BaumschutzVO,,,14
6,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 14 BauVorlVO,,,14
6,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 6 BaumschutzVO,,,14
6,granted_exemption_legal_references,granted_exemptions.1.text,§ 6,,,14
6,granted_exemption_legal_references,granted_exemptions.1.text,§ 14,,,14
8,planning_instruments,plan_primary_type,development_plan,,,18
8,planning_instruments,bebauungsplan,Neugraben-Fischbek 7,,,18
8,planning_instruments,plan_references,,Billstedt 90,development_plan,18
8,planning_instruments,plan_references,,green space plan Billstedt 90,green_space_plan,18
8,planning_instruments,plan_references,,Öjendorf-Billstedter Geest,landscape_protection,18
8,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,18
8,regulatory_ordinances,_notes,"BauNutzungsverordnung from June 26, 1962",,,18
8,regulation_texts,zone_code,Public Green Spaces,,,18
8,regulation_texts,type,"Public Green Spaces, Special Construction Area",,,18
8,landscape_conservation_documents,plan_references,,green space plan Billstedt 90,green_space_plan,18
8,landscape_conservation_documents,plan_references,,Öjendorf-Billstedter Geest,landscape_protection,18
8,landscape_conservation_documents,_notes,"Special Area Shops (II; GRZ 0.4; GFZ 0.4); public roads, paths, squares; private green spaces; urban conservation area ""Fischbek""",,,18
8,landscape_conservation_documents,zone_code,Public Green Spaces,,,18
8,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 173 Abs. 1 BauGB,,,18
8,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,18
8,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 173 Abs. 1 BauGB,,,18
8,granted_exemption_legal_references,granted_exemptions.1.text,§ 173 Abs. 1,,,18
8,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Abs. 2,,,18
9,planning_instruments,plan_primary_type,development_plan,,,12
9,planning_instruments,bebauungsplan,Billstedt 14,,,12
9,planning_instruments,plan_references,,Billstedt 14,development_plan,12
9,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,12
9,regulatory_ordinances,_notes,"BauNutzungsverordnung from June 26, 1962",,,12
9,regulation_texts,zone_code,WR I,,,12
9,regulation_texts,type,"WR I, building boundaries, non-buildable area",,,12
9,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 35 HBauO,,,12
9,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 3 HBauO,,,12
9,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 35 HBauO,,,12
9,granted_exemption_legal_references,granted_exemptions.1.text,§ 35 HBauO,,,12
9,granted_exemption_legal_references,granted_exemptions.1.text,§ 3 HBauO,,,12
10,planning_instruments,development_plan,Baustufenplan Bramfeld,,,12
10,planning_instruments,plan_name,Bramfeld,,,12
10,planning_instruments,plan_type,Baustufenplan,,,12
10,planning_instruments,plan_primary_type,construction_plan,,,12
10,planning_instruments,plan_references,,Bramfeld,construction_plan,12
10,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,12
10,regulatory_ordinances,_notes,"Baupolizeiverordnung from June 8, 1938, in the applicable version",,,12
10,regulation_texts,zone_code,W1o,,,12
10,regulation_texts,type,W1o,,,12
10,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,12
10,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 2 BauGB,,,12
10,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Abs. 2,,,12
11,planning_instruments,plan_primary_type,development_plan,,,12
11,planning_instruments,bebauungsplan,Rahlstedt 91,,,12
11,planning_instruments,plan_references,,Rahlstedt 91,development_plan,12
11,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,12
11,regulatory_ordinances,_notes,"BauNutzungsverordnung from September 15, 1977, in the version from December 19, 1986",,,12
11,regulation_texts,zone_code,WR,,,12
11,regulation_texts,type,WR; I; o; 2W; E; GRZ 0.2; GFZ 0.3,,,12
11,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,12
11,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 39 Abs. 5 BNatSchG,,,12
11,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,12
11,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,12
11,granted_exemption_legal_references,granted_exemptions.1.text,§ 39 Abs. 5 BNatSchG,,,12
13,planning_instruments,development_plan,Volksdorf 40,,,18
13,planning_instruments,plan_name,Volksdorf 40,,,18
13,planning_instruments,plan_type,other,,,18
13,planning_instruments,plan_primary_type,development_plan,,,18
13,planning_instruments,plan_references,,Volksdorf 40,development_plan,18
13,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,18
13,regulatory_ordinances,_notes,"BauNutzungsverordnung from January 23, 1990",,,18
13,regulation_texts,zone_code,WR I o,,,18
13,regulation_texts,type,WR I o E 1Wo (c)=120m²,,,18
13,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,18
13,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 39 Abs. 5 BNatSchG,,,18
13,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 67 BNatSchG,,,18
13,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 44 BNatSchG,,,18
13,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,18
13,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,18
13,granted_exemption_legal_references,granted_exemptions.1.text,§ 39 Abs. 5 BNatSchG,,,18
13,granted_exemption_legal_references,granted_exemptions.1.text,§ 67 BNatSchG,,,18
13,granted_exemption_legal_references,granted_exemptions.1.text,§ 44 BNatSchG,,,18
14,planning_instruments,development_plan,Baustufenplan Lemsahl-Mellingstedt,,,12
14,planning_instruments,plan_name,Lemsahl-Mellingstedt,,,12
14,planning_instruments,plan_type,Baustufenplan,,,12
14,planning_instruments,plan_primary_type,other,,,12
14,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,12
14,regulatory_ordinances,_notes,"Baupolizeiverordnung from June 8, 1938, in the applicable version",,,12
14,regulation_texts,zone_code,W 1 o,,,12
14,regulation_texts,type,W 1 o,,,12
14,preliminary_decision_documents,vorbescheid_gz,"W/WBZII/00929/2012 from August 16, 2012",,,12
14,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 11 BPVO,,,12
14,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 11 BPVO,,,12
14,granted_exemption_legal_references,granted_exemptions.1.text,§ 11 BPVO,,,12
16,planning_instruments,development_plan,Bebauungsplan Rahlstedt 65,,,14
16,planning_instruments,plan_name,Rahlstedt 65,,,14
16,planning_instruments,plan_type,Bebauungsplan,,,14
16,planning_instruments,plan_primary_type,development_plan,,,14
16,planning_instruments,plan_references,,Rahlstedt 65,development_plan,14
16,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,14
16,regulatory_ordinances,_notes,"BauNutzungsverordnung from November 26, 1968",,,14
16,regulation_texts,zone_code,WR II o,,,14
16,regulation_texts,type,WR II o,,,14
16,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,14
16,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 39 Abs. 5 BNatSchG,,,14
16,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,14
16,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,14
16,granted_exemption_legal_references,granted_exemptions.1.text,§ 39 Abs. 5 BNatSchG,,,14
17,planning_instruments,development_plan,Bebauungsplan Billstedt 90,,,26
17,planning_instruments,plan_name,Billstedt 90,,,26
17,planning_instruments,plan_type,Bebauungsplan,,,26
17,planning_instruments,plan_primary_type,development_plan,,,26
17,planning_instruments,plan_references,,Billstedt 90,development_plan,26
17,planning_instruments,plan_references,,green space plan Billstedt 90,green_space_plan,26
17,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,26
17,regulatory_ordinances,_notes,"BauNutzungsverordnung from January 23, 1990",,,26
17,regulation_texts,zone_code,WR I o,,,26
17,regulation_texts,type,"WR I o, 2 Wo; E zwingend; GRZ: 0,3",,,26
17,landscape_conservation_documents,plan_references,,green space plan Billstedt 90,green_space_plan,26
17,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,26
17,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 9 Abs. 13 BauGB,,,26
17,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 2 BPlanVO,,,26
17,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,26
17,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 6 Abs. 5 HBauO,,,26
17,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,26
17,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 39 Abs. 5 BNatSchG,,,26
17,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 2 BauGB,,,26
17,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Abs. 2,,,26
17,granted_exemption_legal_references,granted_exemptions.1.text,§ 9,,,26
17,granted_exemption_legal_references,granted_exemptions.1.text,§ 2,,,26
17,granted_exemption_legal_references,granted_exemptions.1.text,§ 69 HBauO,,,26
17,granted_exemption_legal_references,granted_exemptions.1.text,§ 6 Abs. 5 HBauO,,,26
17,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,26
17,granted_exemption_legal_references,granted_exemptions.1.text,§ 39 Abs. 5 BNatSchG,,,26
18,planning_instruments,development_plan,Bebauungsplan Niendorf 10,,,14
18,planning_instruments,plan_name,Niendorf 10,,,14
18,planning_instruments,plan_type,Bebauungsplan,,,14
18,planning_instruments,plan_primary_type,development_plan,,,14
18,planning_instruments,plan_references,,Niendorf 10,development_plan,14
18,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,14
18,regulatory_ordinances,_notes,"BauNutzungsverordnung from June 26, 1962",,,14
18,regulation_texts,zone_code,WR,,,14
18,regulation_texts,type,WR-I,,,14
18,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,14
18,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 39 Abs. 5 BNatSchG,,,14
18,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,14
18,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,14
18,granted_exemption_legal_references,granted_exemptions.1.text,§ 39 Abs. 5 BNatSchG,,,14
20,planning_instruments,development_plan,Bebauungsplan Wilhelmsburg 9,,,14
20,planning_instruments,plan_name,Wilhelmsburg 9,,,14
20,planning_instruments,plan_type,Bebauungsplan,,,14
20,planning_instruments,plan_primary_type,development_plan,,,14
20,planning_instruments,plan_references,,Wilhelmsburg 9,development_plan,14
20,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,14
20,regulatory_ordinances,_notes,"BauNutzungsverordnung from June 26, 1962",,,14
20,regulation_texts,zone_code,WA,,,14
20,regulation_texts,type,"WA Max II, offen, ED, GRZ 0,4",,,14
20,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,14
20,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 2 BPlanVO,,,14
20,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 2 BauGB,,,14
20,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Abs. 2,,,14
20,granted_exemption_legal_references,granted_exemptions.1.text,§ 2,,,14
21,planning_instruments,development_plan,Bebauungsplan Rahlstedt 45,,,14
21,planning_instruments,plan_name,Rahlstedt 45,,,14
21,planning_instruments,plan_type,Bebauungsplan,,,14
21,planning_instruments,plan_primary_type,development_plan,,,14
21,planning_instruments,plan_references,,Rahlstedt 45,development_plan,14
21,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,14
21,regulatory_ordinances,_notes,"BauNutzungsverordnung from June 26, 1962",,,14
21,regulation_texts,zone_code,WR II o,,,14
21,regulation_texts,type,WR II o; Baufeld mit 25 m Tiefe,,,14
21,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,14
21,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 39 Abs. 5 BNatSchG,,,14
21,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,14
21,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,14
21,granted_exemption_legal_references,granted_exemptions.1.text,§ 39 Abs. 5 BNatSchG,,,14
24,planning_instruments,development_plan,Bebauungsplan Othmarschen 4 (festgestellt am 01.07.1963),,,12
24,planning_instruments,plan_name,Othmarschen 4 (festgestellt am 01.07.1963),,,12
24,planning_instruments,plan_type,Bebauungsplan,,,12
24,planning_instruments,plan_primary_type,development_plan,,,12
24,planning_instruments,plan_references,,"Othmarschen 4 (established on July 1, 1963)",development_plan,12
24,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,12
24,regulatory_ordinances,_notes,"Baupolizeiverordnung from June 8, 1938, in the applicable version",,,12
24,regulation_texts,zone_code,W 1 o,,,12
24,regulation_texts,type,W 1 o,,,12
24,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,12
24,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,12
24,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,12
25,planning_instruments,development_plan,Verordnung zum Schutz von Landschaftsteilen,,,13
25,planning_instruments,plan_name,Verordnung zum Schutz von Landschaftsteilen,,,13
25,planning_instruments,plan_type,other,,,13
25,planning_instruments,plan_primary_type,landscape_protection,,,13
25,planning_instruments,plan_references,,"Altona-Südwest, Ottensen, Othmarschen, Klein Flottbek, Nienstedten ...",landscape_protection,13
25,regulatory_ordinances,development_plan,Verordnung zum Schutz von Landschaftsteilen,,,13
25,regulatory_ordinances,plan_name,Verordnung zum Schutz von Landschaftsteilen,,,13
25,regulation_texts,regulations,"WR I; GRZ 0,2; Baufenster e=12m;",,,13
25,regulation_texts,zone_code,WR I,,,13
25,landscape_conservation_documents,plan_references,,"Altona-Südwest, Ottensen, Othmarschen, Klein Flottbek, Nienstedten ...",landscape_protection,13
25,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 23 Abs. 5 BauNVO,,,13
25,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 23 Abs. 5 BauNVO,,,13
25,granted_exemption_legal_references,granted_exemptions.1.text,§ 23,,,13
26,planning_instruments,development_plan,Baustufenplan Farmsen,,,14
26,planning_instruments,plan_name,Farmsen,,,14
26,planning_instruments,plan_type,Baustufenplan,,,14
26,planning_instruments,plan_primary_type,construction_plan,,,14
26,planning_instruments,plan_references,,Farmsen,construction_plan,14
