request_id,category,source_field,value,name,type,total_dependencies_for_request
78,planning_instruments,plan_name,Blankenese,,,27
78,planning_instruments,plan_type,Baustufenplan,,,27
78,planning_instruments,plan_primary_type,construction_plan,,,27
78,planning_instruments,plan_references,,Blankenese,construction_plan,27
78,planning_instruments,plan_references,,"Altona-Südwest, Ottensen, Othmarschen, Klein Flottbek, Nienstedten ...",landscape_protection,27
78,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,27
78,regulatory_ordinances,regulations,"Außengebiet (assessment according to §34 BauGB) under landscape protection, Baupolizeiverordnung from June 8, 1938 in the current version",,,27
78,regulation_texts,regulations,"Außengebiet (assessment according to §34 BauGB) under landscape protection, Baupolizeiverordnung from June 8, 1938 in the current version",,,27
78,regulation_texts,zone_code,Außengebiet (assessment according to §34 BauGB) under landscape protection,,,27
78,landscape_conservation_documents,plan_references,,"Altona-Südwest, Ottensen, Othmarschen, Klein Flottbek, Nienstedten ...",landscape_protection,27
78,landscape_conservation_documents,regulations,"Außengebiet (assessment according to §34 BauGB) under landscape protection, Baupolizeiverordnung from June 8, 1938 in the current version",,,27
78,landscape_conservation_documents,zone_code,Außengebiet (assessment according to §34 BauGB) under landscape protection,,,27
78,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 18 Abs. 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 19 Abs. 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 22 Abs. 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 3 Abs. 1,,,27
78,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 18 Abs. 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.1.text,§ 18 Absatz 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.2.legal_ref,§ 19 Abs. 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.2.text,§ 19 Absatz 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.3.legal_ref,§ 19 Abs. 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.3.text,§ 19 Absatz 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.4.legal_ref,§ 22 Abs. 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.4.text,§ 22 Absatz 1 HWG,,,27
78,granted_exemption_legal_references,granted_exemptions.5.legal_ref,§ 3 Abs. 1,,,27
78,granted_exemption_legal_references,granted_exemptions.5.text,§ 3 Abs. 1,,,27
79,planning_instruments,development_plan,Baustufenplan Winterhude,,,20
79,planning_instruments,plan_name,Winterhude,,,20
79,planning_instruments,plan_type,Baustufenplan,,,20
79,planning_instruments,plan_primary_type,construction_phase_plan,,,20
79,planning_instruments,plan_references,,Winterhude,construction_phase_plan,20
79,planning_instruments,plan_references,,"ordinance on the preservation of buildings in Winterhude, Braamkamp - Baumkamp - Himmelstraße",maintenance_ordinance,20
79,regulatory_ordinances,legal_ordinance,Baupolizeiverordnung,,,20
79,regulatory_ordinances,regulations,"W 4g, Baupolizeiverordnung from June 8, 1938 in the current version",,,20
79,regulation_texts,regulations,"W 4g, Baupolizeiverordnung from June 8, 1938 in the current version",,,20
79,regulation_texts,zone_code,W,,,20
79,landscape_conservation_documents,conservation_ordinance,"Verordnung über die Erhaltung baulicher Anlagen in Winterhude, Braamkamp - Baumkamp - Himmelstraße",,,20
79,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 6 Abs. 3 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 10 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 69 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.1.text,§ 69 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.1.text,§ 6 Abs. 3 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.1.text,§ 10 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.1.1.1.text,§ 6 Abs. 3 HBauO,,,20
79,granted_exemption_legal_references,granted_exemptions.1.1.2.text,§ 10 HBauO,,,20
80,planning_instruments,development_plan,"Bebauungsplan Othmarschen 10 (established on February 6, 1990)",,,21
80,planning_instruments,plan_name,"Othmarschen 10 (established on February 6, 1990)",,,21
80,planning_instruments,plan_type,Bebauungsplan,,,21
80,planning_instruments,plan_primary_type,development_plan,,,21
80,planning_instruments,plan_references,,"Othmarschen 10 (established on February 6, 1990)",development_plan,21
80,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,21
80,regulatory_ordinances,_notes,"Baunutzungsverordnung from September 15, 1977",,,21
80,regulation_texts,regulations,WR II+S,,,21
80,regulation_texts,zone_code,WR II,,,21
80,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,21
80,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 39 Abs. 5 BNatSchG,,,21
80,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,21
80,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 33 Abs. 1 HBauO,,,21
80,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 2 Abs. 3 HBauO,,,21
80,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,21
80,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,21
80,granted_exemption_legal_references,granted_exemptions.1.text,§ 39 Abs. 5,,,21
80,granted_exemption_legal_references,granted_exemptions.2.legal_ref,§ 69 HBauO,,,21
80,granted_exemption_legal_references,granted_exemptions.2.text,§ 69 HBauO,,,21
80,granted_exemption_legal_references,granted_exemptions.2.text,§ 33 Abs. 1 HBauO,,,21
80,granted_exemption_legal_references,granted_exemptions.2.text,§ 2 Abs. 3 HBauO,,,21
83,planning_instruments,development_plan,Bebauungsplan Stellingen 14,,,15
83,planning_instruments,plan_name,Stellingen 14,,,15
83,planning_instruments,plan_type,Bebauungsplan,,,15
83,planning_instruments,plan_primary_type,development_plan,,,15
83,planning_instruments,plan_references,,Stellingen 14,development_plan,15
83,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,15
83,regulatory_ordinances,_notes,"Baunutzungsverordnung from November 26, 1968",,,15
83,regulation_texts,regulations,"WR II, 2 VG, only single or semi-detached houses",,,15
83,regulation_texts,zone_code,WR II,,,15
83,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,15
83,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 67 BNatSchG,,,15
83,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,15
83,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,15
83,granted_exemption_legal_references,granted_exemptions.3.legal_ref,§ 67 BNatSchG,,,15
83,granted_exemption_legal_references,granted_exemptions.3.text,§ 67 BNatSchG,,,15
85,planning_instruments,development_plan,Bebauungsplan Wohldorf-Ohlstedt 17,,,14
85,planning_instruments,plan_name,Wohldorf-Ohlstedt 17,,,14
85,planning_instruments,plan_type,Bebauungsplan,,,14
85,planning_instruments,plan_primary_type,development_plan,,,14
85,planning_instruments,plan_references,,Wohldorf-Ohlstedt 17,development_plan,14
85,regulatory_ordinances,legal_ordinance,Baugesetzbuch,,,14
85,regulation_texts,regulations,"WR Io, 2WE, GRZ 0,2 E",,,14
85,regulation_texts,zone_code,WR Io,,,14
85,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 1 BauGB,,,14
85,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 23 Abs. 3 BauNVO,,,14
85,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 1 BauGB,,,14
85,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Abs. 1,,,14
85,granted_exemption_legal_references,granted_exemptions.1.text,§ 23 Abs. 3,,,14
85,granted_exemption_legal_references,granted_exemptions.1.1.1.text,§ 23 Abs. 3,,,14
86,planning_instruments,development_plan,Bebauungsplan Billstedt 101,,,26
86,planning_instruments,plan_name,Billstedt 58,,,26
86,planning_instruments,plan_type,Bebauungsplan,,,26
86,planning_instruments,plan_primary_type,development_plan,,,26
86,planning_instruments,plan_references,,Billstedt 58,development_plan,26
86,planning_instruments,plan_references,,Billstedt 101,development_plan,26
86,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,26
86,regulatory_ordinances,_notes,"Baunutzungsverordnung from November 26, 1968",,,26
86,regulatory_ordinances,_notes,"Baunutzungsverordnung from January 23, 1990",,,26
86,regulation_texts,regulations,"WR II o, building boundaries, only single and semi-detached houses allowed",,,26
86,regulation_texts,zone_code,WR II o,,,26
86,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,26
86,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,26
86,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 23 BauNVO,,,26
86,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 9 HBauO,,,26
86,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,26
86,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 9 Abs. 2 HBauO,,,26
86,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,26
86,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,26
86,granted_exemption_legal_references,granted_exemptions.2.legal_ref,§ 31 Abs. 2 BauGB,,,26
86,granted_exemption_legal_references,granted_exemptions.2.text,§ 31 Abs. 2,,,26
86,granted_exemption_legal_references,granted_exemptions.2.text,§ 23,,,26
86,granted_exemption_legal_references,granted_exemptions.2.text,§ 9 HBauO,,,26
86,granted_exemption_legal_references,granted_exemptions.3.legal_ref,§ 69 HBauO,,,26
86,granted_exemption_legal_references,granted_exemptions.3.text,§ 69 HBauO,,,26
86,granted_exemption_legal_references,granted_exemptions.3.text,§ 9 Abs. 2 HBauO,,,26
87,planning_instruments,development_plan,Unplanned area in a coherently built-up district according to § 34 BauGB,,,14
87,planning_instruments,plan_name,Unplanned area in a coherently built-up district according to § 34 BauGB,,,14
87,planning_instruments,plan_type,Unplanned area,,,14
87,planning_instruments,plan_primary_type,unplanned_area,,,14
87,planning_instruments,plan_references,,built-up district in accordance with § 34 BauGB,unplanned_area,14
87,planning_instruments,plan_references,,outdoor area in accordance with § 35 BauGB,unplanned_area,14
87,regulatory_ordinances,legal_ordinance,Baugesetzbuch,,,14
87,regulation_texts,regulations,Baugesetzbuch,,,14
87,preliminary_decision_documents,preliminary_decision,"Gz.: B/WBZ/05907/2018 from April 7, 2020 (partially)",,,14
87,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,14
87,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 6 HBauO,,,14
87,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 69 HBauO,,,14
87,granted_exemption_legal_references,granted_exemptions.1.text,§ 69 HBauO,,,14
87,granted_exemption_legal_references,granted_exemptions.1.text,§ 6 HBauO,,,14
88,planning_instruments,development_plan,Bebauungsplan Billstedt 90,,,15
88,planning_instruments,plan_name,Billstedt 90,,,15
88,planning_instruments,plan_type,Bebauungsplan,,,15
88,planning_instruments,plan_primary_type,development_plan,,,15
88,planning_instruments,plan_references,,Billstedt 90,development_plan,15
88,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,15
88,regulatory_ordinances,_notes,"Baunutzungsverordnung from January 23, 1990",,,15
88,regulation_texts,regulations,"WR I o, 2 WO, mandatory single houses, GRZ 0.3",,,15
88,regulation_texts,zone_code,WR I o,,,15
88,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,15
88,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 23 BauNVO,,,15
88,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 2 BauGB,,,15
88,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Absatz 2,,,15
88,granted_exemption_legal_references,granted_exemptions.1.text,§ 23,,,15
88,granted_exemption_legal_references,granted_exemptions.1.1.1.text,§ 23,,,15
90,planning_instruments,development_plan,Baustufenplan Niendorf / Lokstedt / Schnelsen,,,18
90,planning_instruments,plan_name,Niendorf / Lokstedt / Schnelsen,,,18
90,planning_instruments,plan_type,Baustufenplan,,,18
90,planning_instruments,plan_primary_type,construction_plan,,,18
90,planning_instruments,plan_references,,Niendorf / Lokstedt / Schnelsen,construction_plan,18
90,regulatory_ordinances,legal_ordinance,Baugesetzbuch,,,18
90,regulation_texts,regulations,"W I o, building protection area, Baugesetzbuch",,,18
90,regulation_texts,zone_code,W I o,,,18
90,preliminary_decision_documents,preliminary_decision,"Gz.: E/WBZ2/00452/2015 from May 19, 2015",,,18
90,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,18
90,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 11 Abs. 1,,,18
90,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 30 BauGB,,,18
90,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 2 BauGB,,,18
90,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Absatz 2,,,18
90,granted_exemption_legal_references,granted_exemptions.1.text,§ 11 Abs. 1,,,18
90,granted_exemption_legal_references,granted_exemptions.1.text,§ 30,,,18
90,granted_exemption_legal_references,granted_exemptions.1.1.1.text,§ 11 Abs. 1,,,18
90,granted_exemption_legal_references,granted_exemptions.1.1.1.text,§ 30,,,18
92,planning_instruments,development_plan,Bebauungsplan Volksdorf 43,,,20
92,planning_instruments,plan_name,Volksdorf 43,,,20
92,planning_instruments,plan_type,Bebauungsplan,,,20
92,planning_instruments,plan_primary_type,development_plan,,,20
92,planning_instruments,plan_references,,Volksdorf 43,development_plan,20
92,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,20
92,regulatory_ordinances,_notes,"Baunutzungsverordnung from January 23, 1990",,,20
92,regulation_texts,regulations,"WR II o, max. 2 apartments, single house, allowable buildable area 200 m²",,,20
92,regulation_texts,zone_code,WR II o,,,20
92,preliminary_decision_documents,preliminary_decision,"Gz.: W/WBZII/00506/2012 from June 14, 2012, extended until June 13, 2015",,,20
92,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 1 BauGB,,,20
92,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 23 Abs. 3 BauNVO,,,20
92,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,20
92,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 9 Abs. 2 HBauO,,,20
92,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 1 BauGB,,,20
92,granted_exemption_legal_references,granted_exemptions.1.text,§ 31,,,20
92,granted_exemption_legal_references,granted_exemptions.1.text,§ 23 Abs. 3,,,20
92,granted_exemption_legal_references,granted_exemptions.2.legal_ref,§ 69 HBauO,,,20
92,granted_exemption_legal_references,granted_exemptions.2.text,§ 69 HBauO,,,20
92,granted_exemption_legal_references,granted_exemptions.2.text,§ 9 Abs. 2 HBauO,,,20
93,planning_instruments,development_plan,Bebauungsplan Wohldorf-Ohlstedt 19 - Draft,,,12
93,planning_instruments,plan_name,Wohldorf-Ohlstedt 19 - Draft,,,12
93,planning_instruments,plan_type,Bebauungsplan,,,12
93,planning_instruments,plan_primary_type,development_plan,,,12
93,planning_instruments,plan_references,,Wohldorf-Ohlstedt 19,development_plan,12
93,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,12
93,regulatory_ordinances,_notes,"Baunutzungsverordnung from January 23, 1990",,,12
93,regulation_texts,regulations,WR I only single houses GRZ 0.3,,,12
93,regulation_texts,zone_code,WR I,,,12
93,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,12
93,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,12
93,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,12
95,planning_instruments,development_plan,Bebauungsplan Lurup 57,,,11
95,planning_instruments,plan_name,Lurup 57,,,11
95,planning_instruments,plan_type,Bebauungsplan,,,11
95,planning_instruments,plan_primary_type,other,,,11
95,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,11
95,regulatory_ordinances,_notes,"Baunutzungsverordnung from January 23, 1990",,,11
95,regulation_texts,regulations,"WR I o, 1 Wo, single houses, GFZ 0.3, GR 120 m², roof pitch between 33° and 45°, only roof tiles, walls in red brick, building window",,,11
95,regulation_texts,zone_code,WR I o,,,11
95,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,11
95,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 69 HBauO,,,11
95,granted_exemption_legal_references,granted_exemptions.1.text,§ 69 HBauO,,,11
98,planning_instruments,development_plan,Bebauungsplan Volksdorf 40,,,21
98,planning_instruments,plan_name,Volksdorf 40,,,21
98,planning_instruments,plan_type,Bebauungsplan,,,21
98,planning_instruments,plan_primary_type,development_plan,,,21
98,planning_instruments,plan_references,,Volksdorf 40,development_plan,21
98,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,21
98,regulatory_ordinances,_notes,"Baunutzungsverordnung from January 23, 1990",,,21
98,regulation_texts,regulations,"WR II o, 3 Wo, max. 200 m², single house",,,21
98,regulation_texts,zone_code,WR II o,,,21
98,preliminary_decision_documents,preliminary_decision,"Gz.: W/WBZ/13399/2017 from December 19, 2017",,,21
98,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 2 BauGB,,,21
98,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 31 Abs. 1 BauGB,,,21
98,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 69 HBauO,,,21
98,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 9 Abs. 2 HBauO,,,21
98,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 31 Abs. 2 BauGB,,,21
98,granted_exemption_legal_references,granted_exemptions.1.text,§ 31 Absatz 2,,,21
98,granted_exemption_legal_references,granted_exemptions.2.legal_ref,§ 31 Abs. 1 BauGB,,,21
98,granted_exemption_legal_references,granted_exemptions.2.text,§ 31 Absatz 1,,,21
98,granted_exemption_legal_references,granted_exemptions.3.legal_ref,§ 69 HBauO,,,21
98,granted_exemption_legal_references,granted_exemptions.3.text,§ 69 HBauO,,,21
98,granted_exemption_legal_references,granted_exemptions.3.text,§ 9 Abs. 2 HBauO,,,21
99,planning_instruments,development_plan,Bebauungsplan Rahlstedt 24,,,13
99,planning_instruments,plan_name,Rahlstedt 24,,,13
99,planning_instruments,plan_type,Bebauungsplan,,,13
99,planning_instruments,plan_primary_type,development_plan,,,13
99,planning_instruments,plan_references,,Rahlstedt 24,development_plan,13
99,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,13
99,regulatory_ordinances,_notes,"Baunutzungsverordnung from June 26, 1962",,,13
99,regulation_texts,regulations,"WR, max. II, building boundary",,,13
99,regulation_texts,zone_code,WR,,,13
99,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,13
99,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 44 BNatSchG,,,13
99,granted_exemption_legal_references,granted_exemptions.2.legal_ref,§ 44 BNatSchG,,,13
99,granted_exemption_legal_references,granted_exemptions.2.text,§ 44 BNatSchG,,,13
100,planning_instruments,development_plan,Bebauungsplan Hummelsbüttel 23,,,12
100,planning_instruments,plan_name,Hummelsbüttel 23,,,12
100,planning_instruments,plan_type,Bebauungsplan,,,12
100,planning_instruments,plan_primary_type,development_plan,,,12
100,planning_instruments,plan_references,,Hummelsbüttel 23,development_plan,12
100,regulatory_ordinances,legal_ordinance,BauNutzungsverordnung,,,12
100,regulatory_ordinances,_notes,"Baunutzungsverordnung from November 26, 1968",,,12
100,regulation_texts,regulations,"WR II o, E, 2W, building boundary",,,12
100,regulation_texts,zone_code,WR II o,,,12
100,granted_exemption_legal_references,granted_exemptions.legal_refs,§ 4 BaumschutzVO,,,12
100,granted_exemption_legal_references,granted_exemptions.1.legal_ref,§ 4 BaumschutzVO,,,12
100,granted_exemption_legal_references,granted_exemptions.1.text,§ 4,,,12
